"","Bluetooth connectivity","Worth the Money","Bad Performance","Excellent Performance","Good Performance","Ergonomics","Product Durability","Clarity","Bass Quality","Regret Purchase","After-sales Service","Brands","Battery"
"3901",0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201
"11307",0.0712250712250712,0.0897435897435898,0.0712250712250712,0.0897435897435898,0.0712250712250712,0.0897435897435898,0.0712250712250712,0.0712250712250712,0.0897435897435898,0.0712250712250712,0.0712250712250712,0.0712250712250712,0.0712250712250712
"6107",0.0958385876418663,0.0958385876418663,0.0630517023959647,0.0630517023959647,0.0630517023959647,0.0958385876418663,0.0958385876418663,0.0630517023959647,0.0794451450189155,0.0630517023959647,0.0630517023959647,0.0958385876418663,0.0630517023959647
"2596",0.0699300699300699,0.0699300699300699,0.0881118881118881,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0699300699300699,0.0881118881118881,0.124475524475524
"11969",0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0807692307692308,0.0641025641025641,0.0807692307692308,0.0807692307692308,0.147435897435897,0.0807692307692308,0.0807692307692308,0.0641025641025641,0.0641025641025641
"2282",0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0835543766578249,0.0835543766578249,0.0663129973474801,0.0835543766578249,0.0663129973474801,0.10079575596817,0.0835543766578249,0.10079575596817,0.0663129973474801
"1848",0.0781637717121588,0.0781637717121588,0.110421836228288,0.0620347394540943,0.0620347394540943,0.0620347394540943,0.0620347394540943,0.0942928039702233,0.0620347394540943,0.0942928039702233,0.0620347394540943,0.0620347394540943,0.110421836228288
"1087",0.0641025641025641,0.0974358974358975,0.0641025641025641,0.0807692307692308,0.0974358974358975,0.0641025641025641,0.0974358974358975,0.0807692307692308,0.0807692307692308,0.0807692307692308,0.0641025641025641,0.0641025641025641,0.0641025641025641
"10333",0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0835543766578249,0.0663129973474801,0.0835543766578249,0.135278514588859,0.10079575596817,0.0663129973474801,0.0663129973474801,0.0663129973474801,0.0663129973474801
"6217",0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0739644970414201,0.0931952662721894,0.0931952662721894,0.0739644970414201,0.0739644970414201
"3275",0.0674763832658569,0.0850202429149798,0.0674763832658569,0.0674763832658569,0.0674763832658569,0.102564102564103,0.0850202429149798,0.0850202429149798,0.0850202429149798,0.0850202429149798,0.0674763832658569,0.0674763832658569,0.0674763832658569
